"Symbol","Expiry1 IV","Expiry2 IV","Expiry3 IV","IV30","IV90","IV60","Expiry4 IV"
"AZEK",40.33,46.84,46.11,43.1182,46.4327,46.5787,48.53
"AZN",30.06,32.04,32.77,28.8751,32.5632,32.1715,31.2
"AZO",26.09,27.29,29.74,26.5373,29.7113,28.1627,29.53
"AZPN",36.67,41.45,38.46,38.7206,39.3167,40.918,38.54
"AZUL",70.46,71.39,76.37,70.8581,73.5801,71.9359,74.56
"AZZ",49.02,37.98,39.36,44.2947,38.5879,38.1343,38.19
"B",53.65,40.97,40.88,40.969,40.9347,40.9366,41.31
"BA",43.57,47.53,47.87,47.7087,47.9198,47.6511,48.15
"BABA",37.41,39.57,40.19,39.0973,40.2761,39.7903,40.39
"BAC",30.92,31.74,32.05,32.3188,32.0102,31.8529,31.83
"BAH",25.25,31.57,27.37,27.9552,27.3826,30.0676,27.49
"BAL",23.2,22.39,22.57,22.8554,22.7241,22.4557,23.77
"BALY",54.48,54.86,57,54.6416,55.7969,55.0909,54.25
"BAM",27.2,30.08,31.02,28.4353,30.8157,30.4174,29.45
"BANC",48.4,53.34,53.05,50.5124,53.1321,53.2849,52.76
"BAND",57.2,67.41,60.84,61.5757,64.5237,66.6902,59.52
"BANF",0,41.26,42.4,41.2621,42.5289,41.6688,43.37
"BANR",38.63,38.47,43.06,38.5594,40.4877,38.9742,43.23
"BAP",31.97,32.25,35.74,32.092,33.7859,32.6333,35.03
"BATRA",0,0,42.85,42.8501,42.8501,42.8501,46.59
"BATRK",32.17,36.56,40.39,34.0489,38.2461,36.9836,39.62
"BAX",24.31,26.99,26.31,27.0003,26.6918,26.9147,26.31
"BB",57.14,62.98,66.15,60.8942,66.8103,64.1147,71.15
"BBAR",79.39,74.71,71.93,77.3857,72.726,74.2149,79.13
"BBBY",122.09,88.66,82.85,98.4518,83.0686,86.5846,84
"BBCA",0,19.69,22.67,19.6906,22.5555,20.7538,21.83
"BBD",42.92,44.25,46.74,43.4918,46.891,45.1416,47.86
"BBDC",0,0,22.73,22.7302,23.1796,22.7302,26.13
"BBEU",31.1,20.78,19.94,28.4433,20.1255,23.123,21.37
"BBH",25.96,25.95,26.1,25.9576,26.1359,26.0047,26.37
"BBIO",50.72,51.62,55.03,51.1038,53.1194,51.9947,55.99
"BBL",30.25,31.2,34.95,30.6584,34.3166,32.5399,30.16
"BBSI",36.44,41.52,45.87,45.8726,45.8726,45.8726,45.46
"BBU",28.62,31.48,31.33,29.8464,31.7695,31.4274,34.64
"BBVA",39.75,39.32,40.79,39.568,40.3744,39.5845,42.27
"BBW",116.38,106.18,110.65,112.0119,110.4503,107.7743,109.14
"BBY",32.88,34.54,39.86,33.8631,39.7977,36.4435,39.36
"BC",39.95,43.21,43.26,41.345,43.2619,43.2246,43.3
"BCBP",69.49,45.85,50.94,59.3632,49.4891,46.7558,50.02
"BCC",39.65,40.42,45.53,39.9804,44.0695,41.3291,43.96
"BCE",0,19.32,22.02,19.3191,22.0315,20.2858,22.08
"BCEI",58.39,66.89,70.94,62.028,69.7853,67.6138,67.1
"BCEL",107.56,127.53,93.73,116.1148,93.3815,115.4538,91.08
"BCI",0,0,0,0,0,0,0
"BCLI",99.03,122.63,119.62,109.1368,121.3056,122.2963,113.09
"BCO",47.8,53.01,49.74,50.0314,50.1524,51.8401,52.88
"BCOR",64,72.93,67.35,67.8231,68.9435,71.9314,65.4
"BCOV",57.91,65.39,59.79,61.1121,61.3868,64.3917,58.42
"BCPC",25.37,26.33,28.62,25.7829,27.3376,26.5853,28.12
"BCRX",95.93,107,118.35,100.6744,117.491,111.0593,111.82
"BCS",52.66,49.15,48.48,51.1592,48.1095,48.9104,45.68
"BCSF",38.03,44.52,44.23,40.8087,44.3168,44.4717,52.17
"BDC",35.32,44.8,42.65,39.3814,43.1767,44.0333,46.64
"BDGE",65.57,46.74,38.73,57.5032,39.3337,43.8768,43.29
"BDN",0,35.43,42.11,35.4301,40.202,36.6222,40.41
"BDSI",52.92,47.86,59.65,50.7545,60.0049,52.075,62.35
"BDTX",82.03,83.78,83.15,82.7825,84.0973,83.5568,90.29
"BDX",23.1,26.34,26.79,23.9786,26.7921,26.4993,26.8
"BE",101.47,99.3,96.68,100.5437,98.1479,99.0128,93.85
"BEAM",122.82,116.31,116.21,120.0303,116.2649,116.2964,115.57
"BEAT",16.84,9.74,59.67,13.7999,31.6912,15.2229,15.79
"BECN",43.36,51.05,49.1,46.6557,49.6536,50.7008,49.33
"BEKE",58.96,62.42,63.56,60.4395,63.2321,62.6197,67.62
"BELFB",92.27,71.8,64.91,83.5004,65.7754,69.3362,71.48
"BEN",32.86,34.56,35.8,33.5882,35.4478,34.78,35.53
"BEPC",41.34,39.4,43.34,40.5096,42.9891,40.8108,40.68
"BERY",27.94,35.14,33.82,31.0235,33.8633,34.669,34.15
"BEST",133.64,140.67,134.49,136.6495,136.2507,139.5638,126.87
"BETZ",35.92,34.79,37.54,35.4399,36.7584,35.2844,37.85
"BF.A",22.08,23.24,27.29,22.574,27.2894,24.6856,0
"BF.B",21.32,23.36,27.23,23.358,27.2242,24.7429,27.16
"BFAM",36.59,36.13,35.87,36.3906,35.8181,36.0357,35.49
"BFOR",23.32,23.97,22.63,23.5988,23.3808,23.8232,18.73
"BG",31.33,33.68,34.04,32.3352,33.9375,33.7407,34.23
"BGCP",77.32,104.24,80.64,88.8515,93.865,101.6495,72.63
"BGFV",94.86,93.74,101.1,94.3792,98.9975,95.0512,99.54
"BGGSQ",0,0,0,0,0,0,0
"BGNE",54.06,48.86,49.33,51.8312,49.0689,48.9142,45.05
"BGS",35.3,35.89,41.33,35.5557,38.283,36.4885,42.05
"BHC",45.44,46.51,46.3,44.8612,46.3565,46.47,47.42
"BHE",46.31,45.6,48.12,46.006,47.4031,46.0538,46.36
"BHF",46.53,52.41,52.4,49.0484,52.4057,52.4113,51.35
"BHLB",47.46,53.33,53.48,49.9772,54.7837,53.3859,63.35
"BHP",27.87,31.2,32.16,29.2984,31.6255,31.3083,31.4
"BHR",109.74,76.23,92.61,95.3866,87.9387,79.1548,98.86
"BHVN",144.78,113.1,105.27,131.2101,103.3052,110.3011,100.7
"BIB",51.32,53.26,54.95,52.1502,54.0005,53.4434,52.9
"BIDU",53.54,53.92,54.56,52.1009,54.1943,54.149,51.8
"BIG",64,56.23,60.51,60.6727,59.2856,56.9903,60.64
"BIGC",74.04,86.31,88.05,79.297,87.5548,86.6207,86.93
"BIIB",47.37,54.28,59.76,49.1222,57.2714,56.2368,53.97
"BIL",0,6.07,14.46,6.0718,13.8462,9.0692,13.03
"BILI",65,64.64,66.84,64.8429,66.2147,65.0316,64.55
"BILL",52.48,63.3,62.45,57.1136,62.9261,63.2046,61.9
"BIO",32.11,37.73,35.75,34.5181,35.6058,37.0232,34.69
"BIOC",156.8,136.33,171.31,148.0302,161.3307,142.5735,162.09
"BIP",27.41,24,24.84,26.7938,25.6083,25.5702,30.67
"BIS",50.04,61.31,58.55,54.863,60.0944,61.0032,58.5
"BITA",0,0,0,0,0,0,0
"BIV",6.01,6.11,5.7,6.1144,5.8205,6.041,5.56
"BJ",40.96,40.23,45.36,40.648,45.4753,42.0621,45.97
"BJK",28.46,27.55,27.35,28.0714,27.6378,27.4781,29.5
"BJRI",61.71,65.63,67.11,63.3864,66.6882,65.8928,67.78
"BK",27.86,31.43,30.38,32.4177,30.2785,31.0566,29.59
"BKCC",62.16,49.64,52.13,56.7981,50.7369,49.915,55.89
"BKD",71.85,86.84,84.93,78.2714,85.4737,86.4988,81.07
"BKE",53.7,51.62,54.32,52.8123,54.2475,52.5855,53.8
"BKEP",0,0,87.89,87.8917,86.8266,87.8917,79.84
"BKF",20.47,19.32,20.85,19.9795,21.0139,19.8677,22.11
"BKH",22.93,35.77,31.28,28.4272,33.7927,35.2736,33.46
"BKI",30.26,33.42,29.14,31.6136,30.3642,32.6599,30.95
"BKLN",20.22,9.11,9.07,15.4601,9.0794,9.1027,15.26
"BKNG",33.32,34.61,37.13,34.4215,37.064,35.5123,36.97
"BKR",44.2,46.29,46.02,45.0931,46.1009,46.244,46.35
"BKU",42.33,44.83,47.14,43.3988,45.8469,45.0836,47.81
"BL",43.86,54.2,51.69,48.2854,53.0954,53.9227,50.56
"BLCN",29.07,33.07,30.17,30.7857,31.0003,32.5555,29.4
"BLD",49.07,50.92,52.61,49.8574,52.1299,51.2185,51.01
"BLDP",71.03,74.03,81.24,72.3136,77.1977,74.8198,80.26
"BLDR",45.93,50.94,54.36,48.0753,52.4472,51.3183,50.74
"BLFS",76.02,71.85,72.73,74.2305,72.4754,72.004,74.06
"BLI",68.62,72.17,66.11,70.1373,67.8358,71.086,64.44
"BLK",28.65,26.24,27.82,26.8189,28.0027,26.806,28.25
"BLKB",42.6,47.92,46.61,44.8767,46.6064,47.452,46.59
"BLL",26.23,29.25,29.94,27.5252,29.5534,29.326,29.79
"BLMN",49.09,59.16,55.67,53.4009,56.6663,58.5385,57.18
"BLNK",151.42,148.48,148.73,149.5808,147.0759,148.5684,136.19
"BLOK",55.1,50.06,47.68,52.9444,49.0138,49.799,45.17
"BLUE",70.22,68.41,70.39,69.4406,69.2797,68.6237,64.03
"BLV",12.36,11.54,11.62,12.0079,11.644,11.5641,11.83
"BLX",65.31,44.66,44.18,56.4625,44.3613,44.4848,45.57
"BMA",50.58,58.32,61.48,53.8944,60.578,58.8842,65.7
"BMCH",50.95,53.43,52.16,52.0131,52.5203,53.2038,52.18
"BMI",26.79,38.07,35.87,31.6215,37.1063,37.8313,35.06
"BMLP",0,0,0,0,0,0,0
"BMO",19.36,22.33,23.12,20.6348,23.2512,22.6152,24.1
"BMRA",151.28,151.89,134.2,151.5417,138.5317,145.5678,166.93
"BMRN",73.71,55.48,51.64,65.902,52.7359,54.798,47.11
"BMTC",64.82,43.45,40.72,55.6631,40.1987,42.4734,36.75
"BMY",25.64,27.35,26.91,26.5324,26.8275,27.193,26.29
"BND",5.95,6.55,6.05,6.2071,6.0424,6.3717,5.99
"BNDX",7.42,0,0,7.4151,7.4151,7.4151,0
"BNED",72.75,79.57,79.62,75.6715,79.6102,79.5832,74.13
"BNFT",57.66,59.54,67.38,58.4632,62.9861,60.3992,67
"BNL",26.73,23.96,26.29,25.5445,24.9861,24.2179,26.35
"BNO",35.43,35.34,37.38,35.3925,36.7998,35.708,38.6
"BNS",16.47,18.73,21.11,17.4343,21.2201,19.5781,21.94
"BNTX",92,86.49,86.78,89.8449,87.1498,86.5928,89.59
"BOCH",80.33,61.43,63.42,72.2363,63.2382,62.1396,62.06
"BOH",38.76,35.21,33.44,37.2356,33.942,34.8909,32.29
"BOIL",116.07,113.94,128.01,115.1571,125.9384,118.9692,112.36
"BOKF",40.37,40.23,41.7,40.3138,41.5332,40.7578,40.45
"BOND",6.36,6.86,6.56,6.5784,6.7306,6.8311,7.12
"BOOM",70.78,49.52,55.43,61.6734,55.1043,51.6309,53
"BOOT",59.87,61.61,59.37,60.6158,60.6235,61.3639,60.02
"BOTZ",25.44,26.36,27.19,25.8337,27.233,26.6585,27.51
"BOX",41.1,45.14,51.06,42.8283,50.8522,47.2521,49.49
"BP",39.4,43.68,42.02,40.8191,41.5355,43.0847,40.89
"BPFH",85.32,64.11,58.66,76.2332,60.2128,63.1342,51.91
"BPMC",51.38,54.81,53.67,52.8477,53.9913,54.604,55.11
"BPMP",37.14,40.56,42.77,38.6043,41.5314,40.8034,48.35
"BPOP",37.44,39.08,39.63,38.1423,39.474,39.1796,39.31
"BPT",129.89,125.22,148.75,127.8879,145.6427,133.63,125.24
"BPY",38.26,43.28,44.47,40.4076,44.0509,43.7034,41.28
"BPYU",34.62,43.39,43.74,38.3752,43.5446,43.4317,42.33
"BR",22.68,26.25,27.11,24.2081,26.9999,26.5569,26.29
"BRBR",43.96,44.24,43.64,44.0838,43.9788,44.1768,44.35
"BRC",34.13,39.05,33.82,39.0546,36.7538,38.4798,37.52
"BRF",35.47,35.86,35.28,35.6341,35.4451,35.756,35.53
"BRFS",0,55.01,57.95,55.012,57.8199,56.0611,56.98
"BRG",35.95,52.45,56.96,43.0197,55.67,53.2547,45.11
"BRK.B",17.76,20.47,21.52,19.4299,21.5936,20.8467,22.08
"BRKL",47.94,43.69,35.36,46.1191,35.3637,40.7163,0
"BRKR",66.65,47.28,40.69,58.3568,40.7771,44.9277,41.33
"BRKS",56.26,52.56,49.35,54.6752,50.2681,51.9868,49.94
"BRMK",20.96,18.05,26.28,19.7133,23.9298,19.519,23.8
"BRO",23.61,25.79,25.32,24.5443,25.2056,25.6218,24.44
"BRP",54.92,56.97,53.04,55.7952,53.3387,55.5638,55.3
"BRX",48.62,44.97,46.18,47.06,45.5026,45.1051,46.71
"BRY",200.1,140.98,148.39,174.7804,140.4314,143.6296,88.18
"BRZU",72.73,73.38,74.4,73.2812,74.3729,73.7456,74.17
"BSAC",31.06,0,0,44.1824,44.1824,44.1824,44.18
"BSBR",61.09,50.6,45.94,56.6011,45.2438,48.937,40.69
"BSET",75.55,72.91,71.08,74.4202,71.5995,72.5844,68.81
"BSGM",130.84,111.16,115.62,122.4111,114.3468,111.9567,107.81
"BSIG",0,37.45,37.51,37.4461,37.4931,37.4579,39.25
"BSM",0,44.87,51.64,44.8737,49.7087,46.0816,50.75
"BSMX",117,0,64.76,108.3934,73.9323,91.1629,0
"BSQR",287.6,132.05,156.73,132.0515,151.5142,140.8684,117.3
"BSRR",55.12,60.13,50.04,57.2646,50.2786,56.5254,51.84
"BSV",0,2.56,5.18,2.5609,2.5609,2.5609,5.44
"BSX",31.68,31.45,31.35,30.5702,31.4078,31.4415,30.63
"BTAI",111.49,110.25,102.73,110.9586,106.9411,109.421,97.24
"BTEGF",0,0,0,0,0,0,0
"BTG",54.18,58.82,56.43,56.164,57.1097,58.3896,58.03
"BTI",29.03,27.2,26.95,28.2471,26.945,27.1139,26.89
"BTN",0,155.3,114.99,155.3043,116.3219,140.8981,125.07
"BTU",194.43,177.13,177.17,187.0213,177.1618,177.1377,179.51
"BUD",27.52,30.1,33.16,28.5099,33.2219,31.1932,33.62
"BUR",57.63,59.57,69.74,58.4618,66.8359,61.3827,71.78
"BURL",36.2,35.79,39.64,35.2773,39.611,37.1667,39.41
"BUSE",49.15,38.4,39.8,38.3963,39.0144,38.5508,39.01
"BV",0,62.13,54.78,62.1308,56.8742,60.8176,62.26
"BVN",48.34,50.1,51.53,49.0955,51.7432,50.6094,53.17
"BW",187.91,102.39,90.76,151.2822,97.2795,101.1165,86.29
"BWA",36.57,39.11,38.57,37.6604,38.7274,39.0153,38.12
"BWX",21.6,18.55,9.31,20.2911,11.9482,16.8993,28.82
"BWXT",27.53,27.08,32.75,27.334,29.5722,27.6993,32.87
"BX",26.32,29.58,28.61,28.1785,28.6729,29.2333,29.09
"BXC",68.33,73.7,85.25,70.6306,78.7743,74.9649,84.76
"BXMT",37.99,34.2,36.05,36.3672,35.5217,34.528,36.59
"BXP",42.44,46.35,45.61,44.1119,45.8195,46.2155,44.3
"BXRX",0,293.45,234.91,293.4491,232.3782,272.5325,215.73
"BXS",45.3,41.62,39.77,43.7235,40.3008,41.2906,39
"BYD",43.66,50.22,49.29,46.4712,49.3608,49.8892,49.8
"BYND",52.16,55.72,65.74,54.3237,65.6984,59.2974,65.53
"BYSI",156.41,122.66,144.63,141.9584,138.3654,126.5872,101.1
"BZH",50,59.22,59.65,53.9476,59.4104,59.2687,59.34
"BZQ",76.59,75.44,76.43,76.101,75.8776,75.5524,77.81
"BZUN",51.68,57.4,55.91,54.1311,56.3381,57.137,54.02
"C",38.68,36.61,36.18,39.1145,36.3162,36.4528,37.22
"CAAP",0,122.4,89.18,122.395,98.6569,116.4649,85.08
"CAAS",153.19,150.63,141.94,152.0921,146.811,149.6782,140.89
"CAC",0,0,38.24,38.239,37.3174,38.239,31.27
"CACC",47.24,53.39,50.4,49.8739,51.2518,52.8526,50.05
"CACI",24.79,29.89,29.89,26.972,29.9097,29.8865,30.05
"CADE",62.99,58.36,61.61,61.0045,61.9612,59.5215,64.27
"CAE",39.58,43.68,42.63,41.335,42.5564,43.3032,42.09
"CAF",0,25.84,20.61,25.8416,23.5403,25.2667,0
"CAG",39.35,29.98,28.42,34.0275,28.5782,29.4192,29.63
"CAH",29.4,34,33.22,30.861,33.0765,33.7192,32.14
"CAI",56.5,56.7,68.04,56.5895,64.8089,58.7293,62.28
"CAJ",28.71,32.12,33.85,30.1711,34.099,32.7359,35.73
"CAKE",52.88,55.47,56.49,53.9897,56.1959,55.6479,56.02
"CAL",60.82,62.09,71.97,61.3677,66.4339,63.1767,72.64
"CALA",286.29,264.19,241.22,276.8266,236.1073,255.9854,202.53
"CALM",41.92,34.73,33.62,38.8423,34.2437,34.6116,32.52
"CALX",64.89,83.1,71.13,72.6895,74.5489,80.964,64.88
"CAMP",49.2,51.99,53.91,50.3942,54.2095,52.6764,56.2
"CAMT",55.42,57.53,55.08,56.3222,56.452,57.2575,53.91
"CANE",48.32,33.44,26.41,33.4363,28.4151,32.1819,33.7
"CAPL",0,37.12,42.27,37.1198,40.797,38.0385,38.76
"CAPR",180.7,160.64,169.69,172.11,169.282,163.8771,166.6
"CAR",64.19,71.98,72.38,67.5245,72.4301,72.1219,72.65
"CARA",70.19,89.95,99.02,78.6487,93.9365,90.9428,85.26
"CARG",56.16,55.55,56.64,55.8949,56.029,55.6666,55.31
"CARR",37.27,41.71,41.56,39.1746,41.5734,41.6574,41.65
"CARS",65.94,60.65,70.81,63.6746,70.4611,64.2799,68.15
"CASA",95.28,90.79,83.14,93.3582,87.431,89.9544,81.64
"CASH",70.7,58.89,50.28,65.6413,50.8137,55.8134,54.35
"CASS",29.93,34.31,36.31,31.8088,36.3872,35.0267,36.91
"CASY",29.06,26.65,30.16,28.0279,28.1888,27.0309,30.48
"CAT",28.72,31.67,31.62,32.0851,31.6776,31.6548,31.91
"CATB",176.42,173.41,171.05,175.1336,171.7265,172.9902,152.01
"CATM",12.96,48.43,34.16,28.1525,30.7216,43.3288,8.19
"CATO",58.01,52.9,59.4,55.8232,57.5421,54.0584,58.25
"CATY",53.37,43.52,40.71,43.5172,42.284,43.2091,35.69
"CB",24.01,26.55,27.58,25.0988,27.0013,26.6627,27.52
"CBAT",178.68,190.25,180.31,183.6358,183.1464,188.4753,167.51
"CBAY",130.44,127.37,132.02,129.1276,130.6916,128.2034,103.14
"CBB",17.03,14.38,67.91,15.893,37.9141,20.2599,52.66
"CBD",58.49,54.58,54.83,56.8128,55.2351,54.6698,57.89
"CBIO",0,186.22,127.48,186.2235,124.2378,165.2324,102.97
"CBLAQ",0,0,0,0,0,0,0
"CBMG",206.06,99.15,35.05,160.2673,31.9002,76.243,11.23
"CBO",0,0,0,0,0,0,0
"CBOE",25.59,28.86,29.04,27.8684,29.1442,28.927,29.8
"CBPO",0,20.79,0,7.5134,7.5134,7.5134,7.51
"CBRE",30.01,32.21,32.21,30.9518,32.4229,32.2086,33.84
"CBRL",40.01,38.64,39.91,39.4211,39.7866,39.093,38.98
"CBSH",30.62,30.33,31.13,30.4969,30.6829,30.4183,30.9
"CBT",49.57,40.72,38.44,45.7787,39.0871,40.3088,39.23
"CBU",34.86,32.5,32.05,33.8481,32.2996,32.4467,31.58
"CBX",0,0,0,0,0,0,0
"CBZ",57.02,46.23,33.69,52.3997,37.2656,43.9925,33.6
"CC",49.87,57.6,56.33,48.7118,56.6893,57.3711,57.99
"CCC",34.45,36.25,37.82,35.218,37.3696,36.5286,36.71
"CCEP",33.2,36.19,35.71,34.4778,35.9796,36.1372,31.83
"CCI",23.3,26.16,27.08,24.5239,26.8161,26.3236,27.64
"CCJ",49.98,56.16,56.84,54.5659,56.8361,56.402,56.84
"CCK",26.81,30.97,31.91,28.5936,31.6406,31.1362,31.79
"CCL",72.32,74.15,75.61,74.9761,75.1902,74.4065,72.43
"CCLP",0,0,0,0,0,0,0
"CCMP",37.06,44.71,40.89,40.3343,41.9766,44.0252,41.69
"CCNE",73.73,51.64,50.62,68.2293,50.816,57.2177,52.09
"CCO",0,139.18,135.48,135.4756,134.6562,135.4756,129.28
"CCOI",34.13,37.91,38.52,35.7497,38.3452,38.0196,39.08
"CCRN",64.02,68.47,64.6,65.9218,65.0643,67.0839,68.12
"CCS",52.57,55.02,56.42,53.6232,56.3273,55.5217,55.73
"CCX",39.86,89.99,83.58,61.3313,87.1725,89.2859,85.92
"CCXI",59.96,61.78,58.8,60.7384,60.4739,61.4564,63.42
"CD",93.92,80.87,78.31,88.3304,79.7418,80.5854,78.18
"CDAY",40.42,45.58,44.41,42.6329,44.505,45.1665,45.1
"CDE",75.62,77.81,80.08,76.5568,80.1689,78.6181,80.78
"CDEV",5,147.54,139.71,66.0482,141.9455,146.1392,135.24
"CDK",31.47,35,33.73,32.9836,34.4398,34.8602,33.35
"CDLX",80.14,72.61,81.17,76.9133,78.7255,74.1357,80.29
"CDMO",83.98,69.65,86.19,77.8409,81.4706,72.6014,68.08
"CDNA",57.74,55.35,58.12,56.7131,56.5661,55.6513,60.76
"CDNS",30.1,36.78,36.92,32.96,36.8397,36.7916,37.01
"CDR",61.85,70.61,77.01,65.6028,75.1797,71.7496,79.38
"CDTX",0,0,201.7,201.7022,199.2464,201.7022,183.13
"CDW",31.05,33.55,33.1,32.1196,33.1774,33.3897,33.66
"CDXC",62.89,80.57,82.86,70.4668,81.579,80.8257,81.03
"CDXS",49.01,50.74,53.45,49.7508,53.4805,51.7041,53.7
"CDZI",45.82,51.38,44.45,48.201,48.3334,50.6166,46.48
"CE",28.06,32.55,32.27,29.9828,32.2645,32.447,32.24
"CECE",53.22,38.94,53.91,47.1051,45.522,40.5839,65.02
"CEIX",80.04,88.09,94.71,83.4846,95.8678,90.4522,103.49
"CEL",86.7,56.91,92.86,56.9079,92.8585,69.7542,0
"CELH",92.51,89.56,93.5,91.2498,92.3771,90.2671,87.71
"CEMB",0,0,0,0,0,0,0
"CEMI",144.91,146.31,140.08,145.5119,143.5725,145.6296,141.75
"CENT",32.69,41.6,32.42,36.5106,35.0425,39.9652,40.91
"CENTA",76.37,49.72,45.42,49.7164,44.701,48.1816,39.97
"CENX",71.44,71.62,74.12,71.5164,74.0334,72.5121,73.46
"CEO",50.81,41.47,39.29,46.8089,39.7494,40.6895,42.74
"CEQP",52.44,58.08,56.9,54.8516,57.2382,57.8672,57.62
"CERC",237.56,0,144.26,222.1809,160.6382,191.4095,110.5
"CERN",25.25,29.57,27.83,27.103,27.9056,28.9497,28.42
"CERS",70.17,69.09,78.89,69.7104,73.4002,70.1691,65.87
"CEVA",43.76,49.9,43.87,46.3904,44.2895,47.7441,47.07
"CEW",42.67,59.19,30.83,30.8292,30.8292,30.8292,82.8
"CF",36.56,41.77,42.26,36.1974,41.984,41.8243,41.38
"CFA",30.37,0,24.97,29.0842,24.6826,26.5122,22.78
"CFFN",37.75,31.02,42.5,34.8685,30.1701,30.8087,27.15
"CFG",38.26,41.96,42.39,39.8433,42.2713,42.039,40.9
"CFII",83.03,90.84,99.58,86.3769,97.086,92.4018,103.54
"CFR",35.18,35.11,35.5,35.1499,35.3905,35.18,34.69
"CFRX",118.75,103.75,107.26,112.3265,106.258,104.3754,99.19
"CFX",37.93,42.52,42.8,39.8964,42.8896,42.6244,43.45
"CG",29.57,32.73,30.05,30.9213,30.3448,31.7713,32.31
"CGBD",38.67,54.41,40.86,45.4123,48.4515,52.922,44.62
"CGC",69.13,72.93,74.26,66.5006,73.8809,73.1681,73.37
"CGEN",88.64,84.3,96.68,86.7798,96.6184,88.7205,96.24
"CGNX",34.25,41.35,40.11,37.2934,40.806,41.2143,40.05
"CGRO",126.29,122.55,123.02,124.6867,122.8871,122.6326,116.89
"CHAD",0,22.19,22.2,22.192,22.2865,22.1942,22.87
"CHAPQ",0,0,0,0,0,0,0
"CHAU",42.05,43.22,46.22,42.5521,44.5411,43.5503,46.9
"CHCO",0,0,31.31,31.3122,31.37,31.3122,31.75
"CHD",21.08,24.76,23.44,22.6589,23.816,24.5265,24.11
"CHDN",45.26,42.73,45.75,44.1765,45.5406,43.808,44.18
"CHE",24.22,27.39,27.53,25.5786,27.5898,27.4399,27.98
"CHEF",70.69,75.6,73.26,72.7926,73.9294,75.1837,74.15
"CHGG",44.48,59.66,53.09,50.9814,54.9659,58.4847,52.47
"CHH",29.37,34.55,34.54,31.5903,34.6036,34.548,35.03
"CHIC",0,0,0,0,0,0,0
"CHIQ",27.38,28.83,29.02,28.004,29.044,28.9004,29.19
"CHIX",26.93,26.31,26.14,26.6667,26.2393,26.2958,29.16
"CHKAQ",0,0,0,0,0,0,0
"CHKP",27.32,32.08,30.34,29.3591,30.8369,31.7697,29.54
"CHL",37.92,35.82,34.07,37.0219,33.9084,35.1917,32.88
"CHMA",86.87,166.9,84.13,121.1472,107.7449,152.1196,95.82
"CHNG",40.94,47.62,43.23,43.7975,44.4782,46.8319,45.19
"CHRS",68.06,56.9,54.27,63.2831,55.7465,56.6135,53.14
"CHRW",26.18,32.37,30.98,28.8325,31.7584,32.2183,30.95
"CHS",170.69,133.7,138.07,154.8486,135.6226,134.1801,125.61
"CHT",0,0,0,11.6436,11.6436,11.6436,11.64
"CHTR",22.8,26.95,26.21,29.1238,26.2251,26.6849,26.33
"CHU",46.52,44.49,47.35,45.6505,46.5365,45.0031,45.85
"CHUY",67.09,61.78,64.11,64.8152,63.4426,62.1923,61.22
"CHWY",59.29,61.2,65.06,61.2339,63.9573,61.8917,64.53
"CHX",66.87,67.82,71.49,67.2792,70.446,68.4779,68.69
"CI",40.03,36.03,35.69,37.017,35.7882,35.9666,35.11
"CIA",102.72,46.93,44.19,78.8249,45.7264,46.6279,42.46
"CIB",37.19,37.11,37.88,37.1557,37.8037,37.383,37.32
"CIBR",37.04,36.9,36.95,36.9768,36.9225,36.9037,35.22
"CIEN",29.52,32.34,38.56,31.4035,36.7864,33.4521,38.93
"CIG",5,50.37,48.88,24.4307,49.4861,49.8343,53.49
"CIIC",109.13,117.39,123.31,112.6687,126.9418,119.5066,131.76
"CIM",29.98,34.33,35.08,31.8452,35.1949,34.6005,35.96
"CINF",33.42,36.67,36.05,34.8157,35.9499,36.4485,35.32
"CIO",36.23,42.1,44.3,42.1028,43.6736,42.4952,39.66
"CIR",76.06,64.99,65.06,71.3162,65.0191,64.9956,65.47
"CIT",42.28,38.85,37.05,40.809,37.5666,38.5304,35.68
"CIVB",60.55,60.54,48.85,60.5443,55.4032,59.26,47.46
"CKH",75.66,41.54,0,61.0487,35.6469,40.068,19.88
"CL",19.1,20.86,22.12,21.3884,21.4135,20.9958,22.05
"CLAR",55.25,58.4,51.07,56.6016,55.18,57.5966,53.45
"CLB",70.62,70.77,70.51,70.6837,70.4195,70.6729,69.84
"CLBK",84.96,37.82,29.56,64.7682,31.9186,36.3453,42.98
"CLBS",196.6,133.6,130.03,129.433,129.433,129.433,129.43
"CLCT",15.65,28.38,15.73,21.1026,19.3442,26.1263,9.33
"CLDR",51.93,59.85,63.97,58.6762,61.6648,60.3064,65.53
"CLDT",59.78,56.86,59.26,58.5256,57.9118,57.1206,60.24
"CLDX",98.37,90.54,90.34,95.0135,90.4525,90.5178,80.3
"CLF",60.2,65.76,66.34,61.0303,65.602,65.9651,64.63
"CLFD",56.43,59.47,57.84,57.7314,57.6659,58.8879,56.54
"CLGX",48.8,24.9,28.52,38.5627,27.4894,25.5494,24.32
"CLH",31.25,38.05,38.42,34.1615,38.3165,38.1146,38.02
"CLI",61.91,55.29,50.54,59.0762,51.8968,54.446,60.53
"CLIR",127.46,137.98,129.2,131.9635,134.1211,137.0165,128.98
"CLLS",91.98,88.75,85.5,90.5969,87.3189,88.392,77.54
"CLMT",119.37,87.01,76.73,105.5125,82.4909,85.882,78.28
